"TRACE_after","40.6055422","-8.6628152","null","40° 36' 19.95'' N | 8° 39' 46.13'' W","528526.17E 4495024.637N 29T","29TNE 28526 95025","-8.663 40.606","EPSG:4326","19.31","null","2022-06-14 11:58:24","3.87","3.41","257.9874","null"
"TRACE_after","40.6055358","-8.6629309","null","40° 36' 19.93'' N | 8° 39' 46.55'' W","528516.384E 4495023.889N 29T","29TNE 28516 95024","-8.663 40.606","EPSG:4326","15.07","null","2022-06-14 11:58:26","3.85","4.74","273.99963","null"
"TRACE_after","40.6055423","-8.662987","null","40° 36' 19.95'' N | 8° 39' 46.75'' W","528511.635E 4495024.593N 29T","29TNE 28512 95025","-8.663 40.606","EPSG:4326","15.07","null","2022-06-14 11:58:28","3.87","5.12","275.99988","null"
"TRACE_after","40.6055329","-8.6630821","null","40° 36' 19.92'' N | 8° 39' 47.1'' W","528503.594E 4495023.518N 29T","29TNE 28504 95024","-8.663 40.606","EPSG:4326","15.07","null","2022-06-14 11:58:29","5.38","6.11","237.04843","null"
"TRACE_after","40.6054358","-8.6631564","null","40° 36' 19.57'' N | 8° 39' 47.36'' W","528497.349E 4495012.716N 29T","29TNE 28497 95013","-8.663 40.605","EPSG:4326","15.07","null","2022-06-14 11:58:31","5.06","4.84","184.02322","null"
"TRACE_after","40.6053893","-8.6631424","null","40° 36' 19.4'' N | 8° 39' 47.31'' W","528498.553E 4495007.559N 29T","29TNE 28499 95008","-8.663 40.605","EPSG:4326","15.07","null","2022-06-14 11:58:33","5.38","5.08","158.0135","null"
"TRACE_after","40.6053312","-8.6630747","null","40° 36' 19.19'' N | 8° 39' 47.07'' W","528504.306E 4495001.132N 29T","29TNE 28504 95001","-8.663 40.605","EPSG:4326","15.07","null","2022-06-14 11:58:34","3.87","5.13","132.01022","null"
"TRACE_after","40.6052434","-8.6629931","null","40° 36' 18.88'' N | 8° 39' 46.78'' W","528511.246E 4494991.412N 29T","29TNE 28511 94991","-8.663 40.605","EPSG:4326","15.07","null","2022-06-14 11:58:36","3.86","5.55","153.99583","null"
"TRACE_after","40.6051985","-8.66297","null","40° 36' 18.71'' N | 8° 39' 46.69'' W","528513.22E 4494986.436N 29T","29TNE 28513 94986","-8.663 40.605","EPSG:4326","15.07","null","2022-06-14 11:58:38","3.87","3.82","159.993","null"
"TRACE_after","40.6051469","-8.6629556","null","40° 36' 18.53'' N | 8° 39' 46.64'' W","528514.46E 4494980.713N 29T","29TNE 28514 94981","-8.663 40.605","EPSG:4326","15.07","null","2022-06-14 11:58:39","3.87","4.77","173.94086","null"
"TRACE_after","40.60503","-8.6629521","null","40° 36' 18.11'' N | 8° 39' 46.63'' W","528514.806E 4494967.738N 29T","29TNE 28515 94968","-8.663 40.605","EPSG:4326","15.07","null","2022-06-14 11:58:42","3.86","6.81","182.99005","null"
"TRACE_after","40.6049529","-8.6629692","null","40° 36' 17.83'' N | 8° 39' 46.69'' W","528513.392E 4494959.174N 29T","29TNE 28513 94959","-8.663 40.605","EPSG:4326","15.07","null","2022-06-14 11:58:44","3.87","8.18","194.95354","null"
"TRACE_after","40.6048182","-8.6630599","null","40° 36' 17.35'' N | 8° 39' 47.02'' W","528505.776E 4494944.192N 29T","29TNE 28506 94944","-8.663 40.605","EPSG:4326","15.07","null","2022-06-14 11:58:45","3.87","10.58","205.99364","null"
"TRACE_after","40.6045598","-8.6632219","null","40° 36' 16.42'' N | 8° 39' 47.6'' W","528492.18E 4494915.457N 29T","29TNE 28492 94915","-8.663 40.605","EPSG:4326","15.07","null","2022-06-14 11:58:47","3.85","10.0","200.0048","null"
"TRACE_after","40.6044453","-8.6632693","null","40° 36' 16.0'' N | 8° 39' 47.77'' W","528488.218E 4494902.732N 29T","29TNE 28488 94903","-8.663 40.604","EPSG:4326","15.07","null","2022-06-14 11:58:50","3.9","9.47","191.002","null"
"TRACE_after","40.6043291","-8.663279","null","40° 36' 15.58'' N | 8° 39' 47.8'' W","528487.447E 4494889.83N 29T","29TNE 28487 94890","-8.663 40.604","EPSG:4326","15.07","null","2022-06-14 11:58:51","3.87","6.55","179.0043","null"
"TRACE_after","40.6042384","-8.6632791","null","40° 36' 15.26'' N | 8° 39' 47.8'' W","528487.477E 4494879.762N 29T","29TNE 28487 94880","-8.663 40.604","EPSG:4326","15.07","null","2022-06-14 11:58:53","3.85","1.98","177.00142","null"
"TRACE_after","40.6042124","-8.6632812","null","40° 36' 15.16'' N | 8° 39' 47.81'' W","528487.31E 4494876.876N 29T","29TNE 28487 94877","-8.663 40.604","EPSG:4326","15.07","null","2022-06-14 11:58:56","3.9","1.77","177.00014","null"
"TRACE_after","40.6041977","-8.663273","null","40° 36' 15.11'' N | 8° 39' 47.78'' W","528488.01E 4494875.247N 29T","29TNE 28488 94875","-8.663 40.604","EPSG:4326","15.07","null","2022-06-14 11:58:57","3.87","0.9","177.05159","null"
"TRACE_after","40.6041928","-8.6632709","null","40° 36' 15.09'' N | 8° 39' 47.78'' W","528488.19E 4494874.703N 29T","29TNE 28488 94875","-8.663 40.604","EPSG:4326","15.97","null","2022-06-14 11:58:59","3.84","0.51","178.27853","null"
